Year,Area,MPA_Status,meannpp,senpp,meanorbv,seorbv,meansst,sesst,meanmaxsst,semaxsst,meanwh,sewh
2011,Point Buchon,MPA,2051.795,88.69285643,238.287527,15.8968777,12.72452388,0.034686644,16.1592835,0.149064398,1.626673232,0.032901245
2011,Point Buchon,REF,2252.918381,58.87088491,247.1526582,12.25749406,12.69922,0.009228047,16.31162427,0.032103424,1.665336301,0.024823987
2011,Point Lobos,MPA,1202.968183,117.5599251,234.9053344,16.77920183,12.24530957,0.046165949,16.13823557,0.067969581,1.609269931,0.038121505
2011,Point Lobos,REF,1051.064947,123.6688504,267.5755813,19.43491429,12.31782386,0.081166363,16.54606157,0.103367302,1.646195537,0.033213557
2011,Cape Mendocino,MPA,1065.275786,13.27763357,548.1623669,20.09179652,10.26254708,0.011025302,13.3841255,0.107266157,2.27102659,0.033029055
2011,Cape Mendocino,REF,1305.240078,18.1831325,540.8758819,13.0555411,10.44409533,0.017393896,14.85403462,0.151223847,2.299637775,0.021870491
2011,South La Jolla,MPA,1801.489789,59.14476152,94.75919619,3.23579966,16.30376164,0.025404141,22.19068118,0.277263713,1.054124718,0.012418898
2011,South La Jolla,REF,1591.952816,23.42887635,105.7698439,4.397638289,16.496449,0.024444794,22.14038856,0.09956302,1.062690474,0.015293613
2011,Stewarts Point,MPA,989.66867,52.7795042,243.3903843,16.6151407,10.8704725,0.054880226,14.81622588,0.207659437,1.617277061,0.032815061
2011,Stewarts Point,REF,1315.311721,69.06484134,214.1238742,15.44434109,10.9436004,0.025284428,15.662558,0.047220256,1.475520026,0.029532218
2011,Swamis,MPA,2581.999659,131.6981403,62.01311705,2.560553733,16.892605,0.047813439,22.72841588,0.077636647,0.84819682,0.011992286
2011,Swamis,REF,2848.081101,159.9855216,66.0582118,2.336303589,16.79661473,0.089541471,23.49451964,0.44041093,0.849072761,0.009814838
2011,Ten Mile,MPA,1535.272846,116.9584923,291.0179078,14.29468761,11.0378531,0.046255495,15.1180345,0.15423131,1.742464348,0.038716497
2011,Ten Mile,REF,2176.185626,32.7916439,319.3023805,13.50760666,10.97929892,0.017835108,15.18911192,0.052703304,1.729762915,0.028208397
2012,Anacapa Island,MPA,922.0772373,13.71336833,43.99051081,3.091198421,16.05672383,0.04573627,21.98418867,0.023145447,0.714909719,0.013247576
2012,Anacapa Island,REF,933.7134699,61.67150079,36.64784744,2.500376416,16.22648743,0.052445666,22.00670629,0.023629449,0.698495849,0.012992842
2012,Ano Nuevo,MPA,1571.685256,24.8229573,297.0304264,20.26381613,12.12099264,0.017215745,16.08261991,0.085829089,1.520876101,0.037745882
2012,Ano Nuevo,REF,1911.680102,61.95775421,270.5433578,17.29050397,11.97680918,0.032796329,15.50828855,0.110938439,1.527191408,0.034797859
2012,Bodega Head,MPA,1751.881848,39.09726758,314.1739784,17.55195256,11.41933908,0.030966663,15.69285331,0.048691063,1.707214151,0.036083997
2012,Bodega Head,REF,1977.227863,22.71541765,364.9568225,33.84108899,11.42242429,0.026201658,15.41590907,0.047226479,1.611954645,0.041255279
2012,Carrington Point,MPA,1809.727984,27.11325943,54.730698,1.460093758,14.49558348,0.017993624,19.73723462,0.069201096,0.815464547,0.007388872
2012,Carrington Point,REF,1767.813386,31.76070854,50.3684806,1.784459229,14.45777282,0.022248169,19.74222753,0.046884311,0.778432917,0.009946671
2012,Piedras Blancas,MPA,1165.614327,21.13410467,303.8162547,13.72704359,12.6020939,0.015596747,17.05479297,0.086650551,1.646425058,0.023068714
2012,Piedras Blancas,REF,1234.350684,33.10528837,130.9726657,6.415390709,12.36330972,0.034149549,16.95818884,0.125055652,1.148162778,0.013967599
2012,Point Buchon,MPA,1537.46221,61.5025587,254.2846275,20.700144,12.86724863,0.038183156,16.81639213,0.058143174,1.5704665,0.041344126
2012,Point Buchon,REF,1587.921054,57.64346104,260.4022274,18.46226232,12.89422536,0.004166844,16.94628009,0.057615785,1.609922255,0.035367605
2012,Point Lobos,MPA,1018.811004,125.0385412,306.7902478,28.7513869,12.17736357,0.026841144,15.40001557,0.109326379,1.675103064,0.047051764
2012,Point Lobos,REF,1282.025466,127.3539591,326.2318873,25.85928977,12.30735571,0.049601243,16.01077543,0.08924941,1.724388394,0.0428794
2012,Cape Mendocino,MPA,969.2846512,6.44987917,633.4154395,27.13707339,10.38748408,0.020076763,14.45339777,0.032435804,2.315301061,0.041560961
2012,Cape Mendocino,REF,1180.439691,10.8305604,694.3954893,22.1759932,10.64218841,0.009445177,14.75707092,0.056649926,2.344253143,0.027523332
2012,South La Jolla,MPA,1137.295082,32.33873975,123.3966952,7.086881114,17.59006036,0.022761622,24.46493,0.088625933,1.090923018,0.018685545
2012,South La Jolla,REF,923.7984214,10.23464999,134.6467467,9.212764632,17.78138867,0.025612855,24.31431133,0.067960217,1.09971221,0.021551508
2012,Stewarts Point,MPA,1366.815997,202.9824546,281.5526908,19.87111919,10.7241285,0.051329659,14.33303525,0.029612053,1.618038937,0.042015715
2012,Stewarts Point,REF,1258.446244,105.9178709,247.8539713,16.64285051,10.9561622,0.019982083,14.74128295,0.055848836,1.479893049,0.036981813
2012,Swamis,MPA,1287.119262,44.12745017,89.7780815,6.02719286,18.20808738,0.090070036,23.9459815,0.072384812,0.881440597,0.016490099
2012,Swamis,REF,1648.214007,131.5458421,87.93960365,5.126651708,18.15560091,0.054463308,24.34721664,0.102862007,0.874084222,0.013037288
2012,Ten Mile,MPA,1387.394287,103.1828921,346.3800463,22.36129136,11.0559565,0.090651635,16.0781265,0.128041053,1.797060551,0.05179744
2012,Ten Mile,REF,1748.561246,76.39398953,364.2545132,17.04866686,11.23025921,0.024569403,16.69223196,0.274293749,1.792329034,0.036959392
2013,Anacapa Island,MPA,962.0017709,18.63911695,46.82528622,2.919941025,15.82260517,0.010248419,21.64671667,0.057484518,0.695142671,0.01175919
2013,Anacapa Island,REF,934.6135593,39.86987998,40.97789348,2.596848939,15.964648,0.014746143,21.31074229,0.170977466,0.679214975,0.011383167
2013,Ano Nuevo,MPA,2102.326281,49.89954585,177.4956593,7.910355795,11.80562127,0.01848988,15.83417318,0.283985549,1.326343221,0.026093855
2013,Ano Nuevo,REF,2333.673396,71.14992139,170.0194596,6.661465223,11.85793955,0.036800687,15.93555309,0.363766035,1.35632385,0.02508749
2013,Bodega Head,MPA,2179.031442,40.22025785,192.3853479,6.699406704,10.75247046,0.018092342,14.06459162,0.059355166,1.385210028,0.024811205
2013,Bodega Head,REF,2267.292529,38.346736,217.8652431,15.15958415,10.81031943,0.030643094,14.87888993,0.113731354,1.303049036,0.029815762
2013,Carrington Point,MPA,1820.383569,21.69818915,48.21859833,0.958368931,14.49138162,0.016205125,19.08380033,0.189254399,0.736057867,0.006760753
2013,Carrington Point,REF,1801.268307,31.75833711,42.54127781,1.216240237,14.46057788,0.013559675,19.07444924,0.069168888,0.704066175,0.008989954
2013,Piedras Blancas,MPA,1841.829124,32.60633044,228.9932058,7.454221794,12.58727802,0.015690221,20.32289935,0.430887573,1.511110151,0.021364987
2013,Piedras Blancas,REF,1959.751497,44.98784958,87.07538554,2.551435343,12.4914964,0.017379345,18.06981148,0.35839793,1.025726803,0.011494853
2013,Point Buchon,MPA,1704.241116,84.92449017,207.6738325,13.30218701,12.9489855,0.036051014,19.70676675,0.392336912,1.419194109,0.035763554
2013,Point Buchon,REF,2109.67646,33.56348942,212.1151309,9.247466633,12.99812927,0.021141519,19.68502509,0.055369244,1.462213677,0.030927174
2013,Point Lobos,MPA,1244.407279,100.4385241,211.5538836,11.7132148,11.92319529,0.035150398,16.25327843,0.023454297,1.450272118,0.038111666
2013,Point Lobos,REF,1392.912682,167.3446357,211.6196808,10.74008576,12.09946743,0.076744004,15.81347736,0.124266389,1.478094304,0.031380899
2013,Cape Mendocino,MPA,1082.442356,12.73481356,533.6393494,15.71125849,10.13110996,0.031676767,16.92116471,0.122687865,2.082161809,0.032059863
2013,Cape Mendocino,REF,1314.535226,13.73769475,563.8946637,12.65739872,10.47273243,0.021991007,17.14057343,0.079739871,2.109533027,0.021164883
2013,South La Jolla,MPA,1004.291905,22.91709157,110.5915585,7.00768565,17.08490055,0.023184109,22.64284345,0.112041435,1.00813873,0.017038944
2013,South La Jolla,REF,854.5159817,8.120974874,119.1097411,8.690211626,17.08451122,0.038834955,22.91918233,0.146347381,1.013082208,0.020079882
2013,Stewarts Point,MPA,1293.912183,114.5254772,171.4803513,7.447922156,10.42100775,0.047859798,15.84803788,0.740503729,1.315140595,0.026936231
2013,Stewarts Point,REF,1134.1896,86.82592508,142.7419417,6.640217752,10.3622064,0.022067608,14.4966557,0.054757892,1.202548538,0.02342529
2013,Swamis,MPA,1136.160493,69.32735199,79.58563931,6.253522342,17.48003138,0.13076584,23.33107075,0.209483033,0.811982403,0.014732574
2013,Swamis,REF,1495.725703,143.6166596,79.29348454,5.125699642,17.21067718,0.049699153,23.31500409,0.237785704,0.809448878,0.011705433
2013,Ten Mile,MPA,2081.600886,106.9964157,276.348323,13.27896481,10.73510255,0.085897193,16.0211332,0.259493372,1.537142468,0.035411979
2013,Ten Mile,REF,2055.857191,46.49181975,271.7781006,9.045881267,10.72119619,0.039799112,17.22893996,0.157163337,1.528981276,0.02622845
2014,Anacapa Island,MPA,813.7223956,26.58524253,41.86810369,2.718917741,18.29829533,0.019750861,22.27702433,0.093339244,0.711567302,0.011890184
2014,Anacapa Island,REF,767.2045024,47.10820978,35.85103779,2.377233994,18.49758271,0.124971993,23.41815614,0.296106289,0.691715516,0.011416273
2014,Ano Nuevo,MPA,1686.315185,29.71805055,243.1163334,14.76758128,14.14240073,0.033912959,18.55939791,0.035097677,1.482968029,0.034373888
2014,Ano Nuevo,REF,1874.368789,99.44299537,221.0291348,12.60611627,14.028562,0.049702005,18.38699427,0.22520363,1.498612317,0.032078081
2014,Bodega Head,MPA,2139.896579,115.5261053,254.9164313,13.3850294,13.25201238,0.036907578,18.32999808,0.022759003,1.604479558,0.032389105
2014,Bodega Head,REF,2158.835519,48.59904677,276.2673733,22.60076391,13.3787025,0.079865308,18.28030993,0.067054393,1.514843879,0.037171287
2014,Carrington Point,MPA,1392.980822,26.23987019,52.15941125,2.346123235,16.38067224,0.034179814,21.2889461,0.158784386,0.756228291,0.006341525
